-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2025 in LST
Location: latitude  8.5308   longitude 76.9296 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 86.25 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,PS,WS10M,T2M_MAX,T2M_MIN
2017,2,10,6.0672,0.02,59.8,100.11,2.76,33.39,22.54
2017,2,11,6.2621,0.02,59.81,100.15,2.33,33.64,23.28
2017,2,12,6.6977,0.0,56.12,100.23,4.19,33.75,22.81
2017,2,13,7.0404,0.0,59.33,100.28,5.81,33.59,22.35
2017,2,14,5.4067,0.29,67.17,100.32,6.78,33.36,24.17
2017,2,15,6.4651,0.06,59.68,100.33,7.61,34.15,24.87
2017,2,16,6.9379,0.0,58.22,100.2,6.87,34.01,23.08
2017,2,17,6.8093,0.0,54.91,100.12,6.1,33.85,22.4
2017,2,18,6.9101,0.0,58.27,100.29,3.98,33.33,21.91
2017,2,19,6.1762,0.0,58.97,100.28,3.77,33.71,22.6
2017,2,20,5.1166,0.0,65.72,100.18,3.45,31.93,25.38
2017,2,21,5.4576,0.0,68.64,100.03,3.81,32.93,25.61
2017,2,22,6.3106,0.0,67.01,100.01,2.78,34.87,24.95
2017,2,23,6.563,0.0,64.76,100.11,1.77,34.39,26.16
2017,2,24,6.4406,0.0,59.65,100.13,2.28,34.82,24.92
2017,2,25,6.4714,0.0,57.55,100.16,2.71,34.93,23.3
2017,2,26,4.8859,0.0,58.47,99.98,1.95,33.96,25.09
2017,2,27,6.3058,0.0,57.67,100.03,3.52,31.84,24.12
2017,2,28,4.8214,0.04,61.17,100.01,4.48,33.06,24.64
2017,3,1,4.5914,0.02,55.86,100.0,4.42,34.35,25.18
2017,3,2,6.1205,0.53,60.3,99.85,5.28,34.07,25.49
2017,3,3,6.0036,0.16,63.21,99.74,3.72,33.96,25.74
2017,3,4,5.1744,0.59,71.92,99.85,3.15,30.58,25.84
2017,3,5,6.7471,5.81,71.62,99.87,2.35,31.93,25.25
2017,3,6,6.3439,7.35,83.84,99.87,3.08,28.54,25.72
2017,3,7,6.833,6.5,78.2,99.85,2.99,30.85,25.52
2017,3,8,6.5938,4.79,77.77,99.82,2.92,31.14,25.7
2017,3,9,6.5203,4.1,74.31,99.82,2.49,31.67,25.85
2017,3,10,5.7564,6.45,80.18,99.92,2.6,29.2,26.01
2017,3,11,5.7758,8.96,75.09,100.04,3.11,29.48,25.78
2017,3,12,6.8028,0.09,72.09,100.05,3.38,32.05,25.03
2017,3,13,6.7445,0.31,71.13,100.06,2.94,33.08,25.18
2017,3,14,6.7522,2.21,68.96,100.01,2.18,33.45,26.36
2017,3,15,5.706,11.0,77.57,100.09,2.09,31.45,25.9
2017,3,16,4.8504,4.42,83.06,100.12,1.95,27.69,25.36
2017,3,17,6.8066,0.93,71.36,100.05,2.33,32.84,24.71
2017,3,18,6.3322,7.36,75.78,100.15,2.49,31.67,26.01
2017,3,19,6.2894,2.71,72.52,100.18,3.29,32.18,26.04
2017,3,20,5.879,2.43,72.6,100.13,3.19,31.97,26.22
2017,3,21,6.4529,3.63,70.86,100.12,2.83,32.93,25.71
2017,3,22,6.5892,1.03,66.13,100.06,2.04,33.7,26.0
2017,3,23,6.6982,0.0,61.0,100.04,1.8,34.9,26.2
2017,3,24,6.8114,0.0,59.19,100.03,1.59,34.77,26.23
2017,3,25,6.8263,0.0,60.53,100.06,1.69,35.35,26.31
2017,3,26,6.9694,0.0,58.5,100.03,2.13,35.76,26.23
2017,3,27,7.0339,0.16,61.22,100.12,1.99,34.34,26.35
2017,3,28,6.2825,0.41,65.17,100.15,1.76,33.87,26.8
2017,3,29,6.8381,0.25,66.9,100.09,2.64,33.77,26.67
2017,3,30,6.4255,3.27,70.31,100.07,2.88,33.91,26.73
2017,3,31,5.3532,6.48,74.03,100.11,2.02,32.04,27.13
2017,4,1,6.7438,0.36,69.28,100.08,2.38,34.72,26.36
2017,4,2,6.6792,3.78,75.06,100.0,4.13,32.62,27.2
2017,4,3,6.4018,3.28,81.13,100.06,3.66,29.99,26.65
2017,4,4,6.6936,0.3,77.34,100.08,3.86,31.28,26.96
2017,4,5,6.6288,0.2,72.74,100.01,4.5,33.02,26.62
2017,4,6,6.445,6.66,75.6,99.94,4.43,32.07,26.81
2017,4,7,6.9185,2.4,74.91,99.9,4.19,32.35,26.47
2017,4,8,6.6041,4.06,71.58,99.84,2.75,34.84,26.48
2017,4,9,6.7946,9.39,75.84,99.91,2.51,32.15,26.97
2017,4,10,6.5038,2.18,80.13,99.86,3.65,30.7,26.69
2017,4,11,5.6839,1.47,79.98,99.82,4.35,30.69,27.36
2017,4,12,6.1519,2.54,79.92,99.85,4.17,30.81,27.12
2017,4,13,6.0161,7.29,82.73,99.91,4.27,30.38,27.32
2017,4,14,5.639,2.48,82.92,99.9,4.55,29.58,26.82
2017,4,15,6.2496,0.17,78.74,99.76,5.16,31.89,27.03
2017,4,16,6.2359,0.08,77.48,99.82,4.83,31.74,27.14
2017,4,17,6.331,0.03,77.87,99.91,5.05,31.71,26.99
2017,4,18,6.509,0.01,78.1,99.91,4.56,32.0,26.16
2017,4,19,6.5482,0.01,76.41,99.94,4.55,32.16,26.04
2017,4,20,6.588,0.01,72.44,99.96,4.28,32.03,27.1
2017,4,21,6.2162,0.05,74.53,100.0,4.59,32.05,27.24
2017,4,22,6.2885,0.12,77.69,99.98,5.0,31.58,26.94
2017,4,23,6.457,0.08,76.32,99.95,5.23,32.19,27.09
2017,4,24,6.319,0.06,72.37,99.97,5.32,32.1,27.45
2017,4,25,6.1255,0.02,74.17,99.98,5.44,31.85,27.01
2017,4,26,6.1709,0.74,77.56,99.95,4.91,31.46,27.56
2017,4,27,6.8333,2.15,76.34,99.99,4.17,32.97,27.03
2017,4,28,7.027,0.92,74.98,99.99,3.8,32.6,27.0
2017,4,29,6.625,1.46,74.8,99.98,4.25,32.89,27.3
2017,4,30,6.798,0.95,72.54,99.9,2.77,35.09,26.52
2017,5,1,6.4848,7.52,73.22,100.0,2.13,32.84,27.19
2017,5,2,6.5664,7.33,76.33,100.09,2.88,31.63,26.48
2017,5,3,6.9583,5.31,75.41,100.05,2.32,31.79,26.4
2017,5,4,6.961,0.55,72.35,100.05,2.2,32.21,26.99
2017,5,5,6.558,0.87,74.55,100.01,2.25,32.53,27.26
2017,5,6,6.1615,0.67,71.38,100.12,2.76,32.84,27.55
2017,5,7,2.6534,1.07,75.69,100.16,2.85,31.52,27.65
2017,5,8,5.6261,1.24,67.14,100.07,3.27,33.44,26.91
2017,5,9,5.898,0.18,73.75,99.93,4.14,31.71,26.96
2017,5,10,6.6984,5.91,76.39,99.88,3.85,31.84,27.35
2017,5,11,5.7919,16.38,80.7,99.95,3.31,29.82,26.68
2017,5,12,6.005,2.52,76.67,99.9,2.94,31.0,27.5
2017,5,13,5.9117,3.56,77.41,99.89,3.88,30.24,27.0
2017,5,14,6.0905,13.33,79.54,99.88,4.88,30.69,27.1
2017,5,15,5.5704,3.11,82.25,99.84,5.56,30.37,27.48
2017,5,16,5.3426,0.7,79.36,99.78,5.17,31.29,27.88
2017,5,17,5.921,2.09,79.79,99.76,6.06,30.43,27.82
2017,5,18,3.768,23.74,81.56,99.91,4.35,31.18,26.2
2017,5,19,5.6244,4.93,81.86,99.98,5.34,29.8,25.6
2017,5,20,4.5576,7.09,81.82,99.85,6.02,30.21,26.81
2017,5,21,3.5976,2.84,83.54,99.72,5.44,29.52,26.69
2017,5,22,2.0095,2.46,80.87,99.74,5.79,29.95,26.7
2017,5,23,4.9013,1.74,83.7,99.78,4.91,29.49,26.6
2017,5,24,5.9813,1.38,82.74,99.75,4.74,30.28,26.96
2017,5,25,4.5586,2.34,83.67,99.76,5.58,29.49,27.19
2017,5,26,4.7242,2.68,83.58,99.75,5.85,29.29,26.63
2017,5,27,5.1943,1.92,81.4,99.75,6.4,30.11,27.14
2017,5,28,3.575,4.89,82.19,99.8,6.86,29.54,26.76
2017,5,29,3.3905,18.29,87.45,99.75,6.94,29.24,27.07
2017,5,30,2.4254,21.92,88.36,99.81,7.48,28.44,27.02
2017,5,31,5.8169,9.75,85.4,99.81,7.13,28.76,26.25
2017,6,1,3.2318,5.92,81.35,99.83,7.05,29.96,26.31
2017,6,2,3.6701,48.97,83.6,99.88,7.02,28.1,26.16
2017,6,3,2.8008,21.9,81.85,99.98,6.58,28.45,26.06
2017,6,4,4.8631,11.72,85.53,99.94,7.22,28.28,25.54
2017,6,5,4.787,4.23,88.62,99.93,6.62,27.99,25.91
2017,6,6,4.4578,3.0,87.73,99.96,5.41,28.02,26.16
2017,6,7,3.558,2.68,87.23,100.02,5.1,28.4,25.69
2017,6,8,6.3002,0.86,84.48,99.93,5.59,29.37,25.37
2017,6,9,5.2884,1.57,85.27,99.91,5.68,28.95,25.6
2017,6,10,3.2158,7.61,83.5,99.96,6.16,28.83,25.47
2017,6,11,4.6282,2.35,85.26,99.91,5.78,28.51,25.57
2017,6,12,3.5035,1.13,85.06,99.84,5.42,29.08,25.86
2017,6,13,5.027,2.67,87.52,99.81,4.44,29.06,25.76
2017,6,14,6.0756,3.76,89.49,99.92,4.55,28.63,25.68
2017,6,15,5.3921,0.59,90.36,99.92,3.91,28.5,25.71
2017,6,16,5.8675,0.53,90.07,99.96,4.52,28.13,25.84
2017,6,17,6.4884,1.04,87.57,99.9,4.33,28.85,25.32
2017,6,18,6.5378,0.28,88.79,99.82,5.09,28.71,25.61
2017,6,19,6.1678,0.32,87.55,99.82,4.9,28.84,25.92
2017,6,20,4.9771,1.25,89.26,99.87,4.27,28.44,25.84
2017,6,21,5.2493,1.86,89.88,99.92,4.1,28.21,25.82
2017,6,22,5.3765,2.83,89.4,99.98,4.84,28.43,25.69
2017,6,23,3.5477,7.23,90.35,99.98,5.84,27.76,26.08
2017,6,24,3.4106,14.61,85.91,99.88,6.65,27.99,25.67
2017,6,25,3.1922,36.01,85.73,99.85,5.61,27.69,25.43
2017,6,26,2.6023,23.95,86.74,99.95,5.43,27.91,25.66
2017,6,27,1.7942,35.97,89.07,100.01,5.61,27.58,25.75
2017,6,28,4.4222,12.27,88.83,99.99,5.22,27.73,25.77
2017,6,29,6.2165,2.67,88.11,99.88,5.55,28.2,25.81
2017,6,30,4.6562,5.3,90.26,99.82,5.12,27.73,25.94
2017,7,1,3.4721,8.02,91.61,99.85,5.94,27.7,25.43
2017,7,2,4.6654,3.2,88.0,99.9,6.49,27.54,25.37
2017,7,3,4.8708,2.0,86.55,99.98,6.67,28.18,25.19
2017,7,4,6.3713,0.32,87.34,99.95,5.58,28.33,24.43
2017,7,5,5.724,0.7,86.63,99.98,5.67,28.77,25.47
2017,7,6,5.3642,1.22,88.71,99.99,5.42,28.25,25.44
2017,7,7,4.308,3.05,84.32,99.99,6.5,27.63,24.89
2017,7,8,4.1081,3.01,86.3,99.97,5.51,27.24,24.62
2017,7,9,5.1924,3.3,85.25,100.01,5.41,27.12,24.51
2017,7,10,6.083,1.61,84.53,100.03,5.29,28.01,24.66
2017,7,11,3.8266,5.01,86.76,100.01,6.68,27.46,25.13
2017,7,12,5.3422,0.13,86.22,99.93,5.32,28.26,24.77
2017,7,13,5.2346,0.91,87.14,99.93,5.65,28.44,25.03
2017,7,14,5.1065,0.43,88.63,99.97,4.11,27.45,24.44
2017,7,15,4.9034,0.15,88.32,100.01,4.63,27.74,24.9
2017,7,16,4.5434,0.39,87.97,99.89,5.48,28.08,25.26
2017,7,17,6.2777,0.49,88.52,99.86,4.82,27.5,24.82
2017,7,18,5.3184,2.33,89.59,99.9,5.01,28.05,25.22
2017,7,19,4.547,6.07,90.55,99.89,4.83,27.9,25.52
2017,7,20,5.8282,2.96,88.45,99.9,5.5,28.13,25.11
2017,7,21,5.941,2.81,85.17,99.99,5.01,27.95,24.69
2017,7,22,6.2602,0.5,87.95,99.94,5.06,28.41,25.25
2017,7,23,5.6594,0.52,89.92,99.9,4.59,27.94,25.29
2017,7,24,6.5275,0.1,86.65,99.86,5.53,29.02,25.24
2017,7,25,6.6979,0.24,87.64,99.76,4.89,29.21,25.1
2017,7,26,6.1978,0.32,88.79,99.79,5.31,28.82,25.35
2017,7,27,6.2518,1.42,87.97,99.93,5.14,28.91,25.22
2017,7,28,5.7742,3.73,89.17,100.01,5.55,28.42,25.4
2017,7,29,5.6417,1.83,87.54,100.0,5.02,28.6,25.29
2017,7,30,6.3118,1.02,88.21,99.95,4.45,27.88,25.1
2017,7,31,6.3634,10.14,89.92,99.95,4.83,28.25,25.1
2017,8,1,6.1325,3.62,89.78,99.97,5.52,28.17,25.32
2017,8,2,6.0264,0.45,87.39,100.02,5.49,28.28,25.24
2017,8,3,5.4367,3.57,89.1,100.0,5.28,28.23,24.82
2017,8,4,4.2557,5.85,91.25,99.81,5.4,27.61,25.38
2017,8,5,4.2732,5.27,90.88,99.73,6.01,27.79,25.55
2017,8,6,3.7416,1.91,90.08,99.7,5.45,27.63,25.36
2017,8,7,5.7509,9.73,91.2,99.76,5.27,27.31,24.92
2017,8,8,5.7043,9.4,90.98,99.88,4.5,27.59,24.57
2017,8,9,4.2828,3.29,89.13,99.9,4.46,28.15,24.48
2017,8,10,5.4984,2.17,87.66,99.9,4.48,27.49,24.48
2017,8,11,5.639,3.06,90.26,99.93,6.07,26.53,24.32
2017,8,12,6.3509,0.53,88.22,99.96,4.69,27.66,23.84
2017,8,13,5.46,0.73,88.27,100.0,3.62,27.98,24.12
2017,8,14,5.443,0.3,87.96,100.04,3.57,28.8,23.71
2017,8,15,5.7329,0.95,88.32,100.03,3.6,27.85,24.35
2017,8,16,5.5831,1.36,87.41,99.96,3.73,28.15,24.14
2017,8,17,6.21,4.56,89.34,99.79,3.96,27.56,24.5
2017,8,18,3.5129,8.12,90.28,99.76,4.97,27.36,24.96
2017,8,19,5.4557,7.84,87.75,99.81,5.54,28.39,24.88
2017,8,20,5.0599,13.09,90.69,99.8,4.9,27.3,25.02
2017,8,21,5.2922,13.46,89.94,99.75,4.76,27.8,24.57
2017,8,22,4.4508,2.49,89.71,99.78,4.87,27.23,24.27
2017,8,23,6.3574,0.75,89.75,99.83,4.65,27.38,24.68
2017,8,24,5.3393,0.36,90.17,99.78,5.54,27.55,24.85
2017,8,25,5.7734,0.12,88.47,99.74,6.1,28.05,25.22
2017,8,26,6.1522,0.72,86.36,99.68,5.22,28.59,24.67
2017,8,27,5.3945,6.65,88.52,99.68,5.57,27.61,25.44
2017,8,28,3.246,9.29,92.86,99.68,4.79,27.09,25.18
2017,8,29,3.9022,4.45,89.91,99.75,5.15,27.43,24.91
2017,8,30,6.0511,2.63,89.57,99.82,4.7,28.11,24.66
2017,8,31,6.4858,1.0,88.65,99.88,4.73,28.38,24.73
2017,9,1,6.3722,6.89,92.94,99.9,4.11,27.2,24.98
2017,9,2,6.0514,11.23,91.76,99.91,4.02,26.63,24.46
2017,9,3,4.9176,3.35,90.15,99.93,4.34,26.73,23.96
2017,9,4,5.5495,0.98,89.47,99.92,3.85,27.79,24.55
2017,9,5,5.4336,7.31,90.63,99.94,4.45,27.69,24.69
2017,9,6,6.1824,16.18,91.77,99.85,3.9,27.42,24.11
2017,9,7,2.4533,19.58,91.33,99.73,4.42,27.4,25.26
2017,9,8,3.359,17.36,93.09,99.69,5.39,26.1,24.99
2017,9,9,3.9053,4.04,91.14,99.75,3.15,26.57,24.55
2017,9,10,6.8062,3.71,89.06,99.72,2.73,27.73,24.42
2017,9,11,6.127,1.04,88.27,99.77,3.0,27.99,24.86
2017,9,12,6.5767,1.97,86.5,99.85,3.8,28.67,24.4
2017,9,13,3.9914,35.73,91.69,99.94,5.02,26.63,25.33
2017,9,14,5.227,9.39,88.62,99.96,4.87,27.47,25.56
2017,9,15,6.1992,3.99,87.44,99.92,3.9,27.68,25.35
2017,9,16,6.1162,21.59,88.07,99.95,5.66,28.0,25.96
2017,9,17,1.435,48.95,90.75,100.14,5.64,26.93,25.34
2017,9,18,6.6036,3.42,89.3,100.21,4.98,27.69,25.07
2017,9,19,6.217,6.74,86.87,100.1,6.33,28.43,25.73
2017,9,20,5.7958,4.96,87.95,100.01,6.64,27.71,25.72
2017,9,21,6.2071,2.72,84.87,99.94,6.38,28.28,25.4
2017,9,22,6.6797,1.55,85.6,99.92,5.16,27.85,25.02
2017,9,23,6.9391,0.08,85.8,100.0,4.36,28.58,24.77
2017,9,24,6.3523,0.43,85.73,100.02,4.21,28.25,24.98
2017,9,25,4.8142,0.64,85.84,99.91,4.36,28.05,25.25
2017,9,26,5.0076,3.03,88.41,99.86,3.93,27.34,25.3
2017,9,27,5.9381,12.46,88.93,99.9,4.64,27.59,25.39
2017,9,28,3.7529,12.6,87.42,99.93,6.03,27.91,25.54
2017,9,29,6.1229,3.93,86.01,99.9,5.49,28.3,25.31
2017,9,30,5.9791,2.09,86.96,99.96,4.37,28.43,25.39
2017,10,1,5.867,2.5,87.49,99.97,4.45,28.16,25.18
2017,10,2,6.3046,4.47,88.98,99.83,4.48,28.08,25.35
2017,10,3,6.8112,1.12,86.56,99.81,4.0,28.68,25.13
2017,10,4,5.5805,0.65,88.33,99.84,4.07,28.44,25.66
2017,10,5,4.1316,6.77,90.07,99.7,3.82,28.09,25.57
2017,10,6,4.0421,8.39,89.23,99.72,4.63,27.72,25.21
2017,10,7,5.0275,2.85,86.0,99.78,4.2,28.1,25.16
2017,10,8,5.9573,0.77,86.05,99.72,4.46,28.21,25.14
2017,10,9,6.0146,0.16,85.35,99.69,3.9,28.56,25.73
2017,10,10,6.096,0.3,86.29,99.63,3.16,28.08,25.6
2017,10,11,5.7288,6.44,89.3,99.75,2.93,27.42,25.12
2017,10,12,3.4025,8.81,89.88,99.8,2.74,27.7,25.21
2017,10,13,3.1051,12.18,91.69,99.76,3.43,27.47,25.36
2017,10,14,1.4525,24.93,88.79,99.84,4.3,27.48,25.26
2017,10,15,4.4614,12.02,88.13,99.95,4.11,27.67,25.63
2017,10,16,5.3986,1.94,84.84,99.93,5.9,28.72,25.77
2017,10,17,3.4956,2.22,85.88,99.9,5.02,28.26,25.31
2017,10,18,4.2598,1.58,86.97,99.85,4.47,28.51,24.96
2017,10,19,4.6498,6.15,87.07,99.85,4.3,28.41,25.54
2017,10,20,4.0118,1.29,86.07,99.96,4.39,28.73,26.09
2017,10,21,2.8418,19.51,87.48,100.08,5.25,28.51,26.32
2017,10,22,5.8932,6.34,88.64,100.09,4.8,27.92,25.8
2017,10,23,6.1301,0.24,86.05,100.05,4.18,28.85,24.79
2017,10,24,6.258,0.35,84.82,100.12,3.81,28.71,24.15
2017,10,25,6.1846,4.3,83.03,100.17,2.42,28.38,24.81
2017,10,26,5.4089,10.2,79.4,100.21,1.39,29.54,25.78
2017,10,27,5.7391,20.3,81.8,100.13,1.9,29.37,25.32
2017,10,28,5.3952,7.26,86.65,100.11,2.66,27.17,25.15
2017,10,29,4.9272,2.16,81.65,100.12,2.02,28.54,24.85
2017,10,30,4.1686,5.92,86.7,100.05,3.48,27.68,24.72
2017,10,31,2.7283,5.95,82.68,99.98,1.92,26.65,24.0
2017,11,1,5.3189,11.33,78.22,99.99,1.15,28.27,24.77
2017,11,2,3.3266,25.07,88.41,99.93,1.86,26.95,24.82
2017,11,3,5.8284,10.64,83.25,99.76,1.68,29.17,24.71
2017,11,4,4.5331,9.48,84.21,99.77,1.94,28.76,24.76
2017,11,5,3.527,16.06,85.37,99.83,3.48,27.97,24.68
2017,11,6,3.7186,20.5,87.11,99.87,3.13,28.05,24.56
2017,11,7,4.2269,7.52,85.96,99.99,2.99,28.21,24.05
2017,11,8,4.7683,45.77,85.85,100.03,2.88,28.14,24.48
2017,11,9,5.8075,5.79,80.19,99.95,2.23,29.22,24.08
2017,11,10,4.692,1.23,81.43,99.93,2.47,28.71,24.88
2017,11,11,5.3791,0.26,80.63,99.93,1.7,28.77,25.46
2017,11,12,4.2919,0.82,85.35,99.87,2.47,27.91,25.38
2017,11,13,5.022,0.34,82.27,99.77,3.67,29.39,25.0
2017,11,14,5.9016,0.0,76.93,99.78,3.82,28.9,24.22
2017,11,15,5.7902,0.0,80.81,99.81,4.3,28.88,23.84
2017,11,16,6.4822,0.0,76.73,99.88,4.29,28.75,23.53
2017,11,17,5.8798,0.0,72.92,99.85,2.77,28.58,23.77
2017,11,18,5.4307,0.37,75.04,99.89,1.99,29.69,24.82
2017,11,19,5.315,5.64,81.0,99.98,1.72,29.7,25.05
2017,11,20,4.5806,16.08,83.45,100.01,2.07,29.25,25.04
2017,11,21,4.7256,29.79,82.32,99.96,1.99,28.65,25.28
2017,11,22,3.9682,6.16,85.51,99.87,2.86,28.25,24.96
2017,11,23,5.4137,0.96,81.09,99.89,3.33,29.87,23.62
2017,11,24,3.8906,0.19,80.28,100.02,2.97,29.69,23.6
2017,11,25,3.7147,0.44,78.32,100.09,1.16,29.27,25.4
2017,11,26,2.6719,11.8,84.56,100.15,2.06,26.13,24.08
2017,11,27,2.9582,14.78,87.51,99.99,2.87,26.84,24.31
2017,11,28,3.4639,3.49,86.83,99.91,2.9,28.14,24.69
2017,11,29,3.5702,5.73,88.35,99.86,4.17,27.98,24.54
2017,11,30,0.4543,95.32,90.55,99.44,8.77,26.8,25.0
2017,12,1,1.4899,46.4,90.47,99.76,4.97,27.33,25.41
2017,12,2,3.0461,12.7,85.32,99.98,3.2,28.14,25.47
2017,12,3,5.5121,3.61,76.16,100.07,2.59,29.43,24.0
2017,12,4,5.8942,0.15,81.22,100.03,2.45,29.19,23.99
2017,12,5,5.9198,0.26,78.58,99.98,1.39,28.58,24.73
2017,12,6,5.6911,1.15,80.83,99.95,2.04,28.05,24.33
2017,12,7,5.1842,5.71,78.79,99.93,1.97,28.55,23.79
2017,12,8,4.962,1.43,88.82,99.95,2.42,26.85,24.67
2017,12,9,4.0793,3.79,87.63,100.0,2.48,28.09,24.48
2017,12,10,5.0628,0.26,80.61,100.14,2.43,28.88,23.71
2017,12,11,4.4412,0.21,82.53,100.26,2.3,29.06,24.01
2017,12,12,4.0202,0.18,81.65,100.28,2.36,28.81,24.69
2017,12,13,3.0943,2.83,81.77,100.26,1.89,28.28,25.05
2017,12,14,4.3073,10.34,80.69,100.2,2.22,28.85,24.94
2017,12,15,5.1564,3.09,84.42,100.19,3.09,28.86,23.33
2017,12,16,5.6465,0.38,85.32,100.22,5.24,29.09,24.07
2017,12,17,5.839,0.01,84.01,100.27,5.66,28.93,22.98
2017,12,18,5.6592,0.0,80.82,100.35,5.11,28.06,21.65
2017,12,19,5.7355,0.09,80.84,100.28,4.27,28.34,20.98
2017,12,20,4.7503,0.49,84.44,100.24,5.56,28.62,23.28
2017,12,21,5.6707,0.37,82.8,100.27,5.11,28.84,22.91
2017,12,22,5.8807,0.01,83.53,100.14,5.69,28.63,23.33
2017,12,23,6.048,0.01,82.34,100.03,5.03,28.79,23.08
2017,12,24,5.9635,0.03,79.56,100.03,4.48,28.37,21.0
2017,12,25,5.9198,0.0,81.31,100.07,3.72,29.23,22.17
2017,12,26,5.8591,0.0,80.5,100.07,3.77,29.45,23.0
2017,12,27,5.6978,0.0,79.77,100.05,4.98,28.35,22.89
2017,12,28,5.5358,0.0,79.37,100.03,5.42,27.68,21.8
2017,12,29,5.8874,0.0,77.61,100.13,4.59,27.82,19.65
2017,12,30,5.731,0.0,75.71,100.1,3.9,28.81,20.89
2017,12,31,5.8118,0.0,72.29,100.03,2.76,28.95,21.08
2018,1,1,5.1547,0.0,72.16,99.94,1.72,28.73,23.99
2018,1,2,4.5362,0.0,73.1,99.91,1.51,28.61,25.2
2018,1,3,4.9008,0.0,76.57,100.01,1.98,29.4,24.22
2018,1,4,5.5865,0.0,75.15,100.08,2.92,29.43,22.8
2018,1,5,4.2852,0.0,72.83,100.01,3.59,28.62,21.93
2018,1,6,4.741,0.01,72.32,100.02,2.73,28.27,21.14
2018,1,7,4.5946,0.02,72.05,100.06,1.77,27.51,23.3
2018,1,8,5.2051,0.01,70.59,100.08,3.72,28.13,21.58
2018,1,9,5.8274,0.01,70.96,100.2,2.88,28.8,20.47
2018,1,10,5.3698,0.55,79.93,100.22,2.76,29.16,23.06
2018,1,11,5.6014,0.29,81.8,100.2,3.58,29.43,23.18
2018,1,12,5.5058,0.02,80.99,100.16,2.89,29.56,23.11
2018,1,13,4.7626,0.08,81.99,100.07,3.86,28.32,23.77
2018,1,14,5.4948,0.0,73.8,100.11,4.56,29.85,21.58
2018,1,15,5.8735,0.0,76.47,100.11,4.4,30.12,21.8
2018,1,16,5.0014,0.0,76.16,100.06,3.19,29.95,21.65
2018,1,17,4.1976,0.0,75.0,100.09,3.17,29.82,22.92
2018,1,18,5.5718,0.0,66.06,100.07,4.12,30.16,22.5
2018,1,19,5.6554,0.0,70.09,100.14,3.78,29.64,20.23
2018,1,20,5.6414,0.0,70.23,100.11,3.19,29.81,20.44
2018,1,21,5.862,0.0,67.79,100.03,3.34,29.9,20.85
2018,1,22,4.927,0.0,68.01,100.0,2.92,29.97,21.49
2018,1,23,4.9682,0.0,69.79,99.98,2.5,30.01,22.64
2018,1,24,5.0302,0.26,71.66,99.9,1.98,29.72,25.12
2018,1,25,5.1089,0.68,72.19,99.82,2.39,30.57,23.93
2018,1,26,5.1214,0.46,68.64,99.91,2.46,30.52,23.73
2018,1,27,5.081,0.05,67.34,99.96,2.76,30.72,22.97
2018,1,28,2.1206,1.74,68.52,100.0,1.98,30.38,24.36
2018,1,29,5.7487,0.12,64.38,100.04,2.95,31.43,22.9
2018,1,30,6.023,0.0,68.56,100.07,3.79,31.54,23.23
2018,1,31,6.0566,0.0,60.88,100.08,4.3,32.38,23.28
2018,2,1,6.1783,0.0,55.55,100.12,3.66,32.52,21.39
2018,2,2,6.3871,0.0,53.98,100.03,3.54,32.26,22.08
2018,2,3,6.6228,0.0,57.07,100.03,4.1,32.22,20.89
2018,2,4,6.5232,0.0,63.71,100.05,3.76,32.33,21.55
2018,2,5,6.3816,0.01,63.03,100.17,4.06,32.79,23.32
2018,2,6,6.299,0.14,70.14,100.17,3.55,32.35,23.68
2018,2,7,5.1794,5.97,74.86,100.17,2.5,31.06,25.33
2018,2,8,5.5862,4.13,74.09,100.05,2.42,30.51,25.08
2018,2,9,6.1123,0.8,70.49,100.04,1.8,32.07,25.12
2018,2,10,6.3828,0.17,65.31,100.12,2.65,31.44,25.29
2018,2,11,6.3806,0.0,68.13,100.19,4.48,31.49,24.43
2018,2,12,5.9549,0.13,71.22,100.29,2.84,31.39,23.96
2018,2,13,5.9326,0.02,65.9,100.4,3.72,31.52,24.42
2018,2,14,6.2388,0.0,65.83,100.36,4.22,32.25,22.44
2018,2,15,6.3857,0.0,70.21,100.34,4.46,32.17,24.18
2018,2,16,6.5734,0.0,64.03,100.28,4.88,33.6,24.01
2018,2,17,6.3917,0.0,63.06,100.11,3.53,32.76,23.22
2018,2,18,6.5676,0.0,60.19,100.0,2.71,33.92,23.8
2018,2,19,6.7874,0.0,59.77,99.99,3.13,34.01,23.31
2018,2,20,6.8885,0.0,58.4,99.99,3.36,33.92,22.08
